labels	text
O O O B-gpe O O O O O O O O O B-per I-per I-per O O O O O O O O O O O O O O O O B-gpe O B-gpe O B-gpe I-gpe O	But he says Pakistan is not ready to make the nuclear scientist , Abdul Qadeer Khan , available for direct questioning over his sale of nuclear parts and secrets to states including Iran , Libya and North Korea .
O O O O O O O B-geo O O O O O O O O O O O B-geo O O O O	He was placed under house arrest in Islamabad , but not jailed because he is considered the father of Pakistan 's nuclear bomb .
O B-org O O B-tim O O O O O O O O O O O O B-org O O O O O O B-gpe O O B-geo O O O	U.S. Army officials said Wednesday that they will not renew a controversial multi-billion dollar contract with the Halliburton company to provide logistical support to U.S. troops in Iraq and elsewhere .
B-org O O O O O O O O O O O O O O O O O O O O O	Halliburton has been providing a long list of services , from meals to communication , for the military for several years .
O O B-org O O O O O O	Critics of Halliburton include auditors and congressional Democrats .
O O O O O O O I-org I-org I-org O O O O O O O O O O O B-org O O O O O O O B-tim I-tim O B-tim O	Representatives from the Asia Pacific Economic Cooperation Business Advisory Council are holding meetings this week to finalize their annual report for APEC leaders who will hold a summit on September 8 and 9 .
O O B-per I-per O O B-geo O	VOA 's Nancy-Amelia Collins reports from Sydney .
O O O O O O O O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O O B-org I-org I-org I-org O O O B-org O	Energy , security , climate change , the World Trade Organization 's stalled negotiations , and investment are all expected to be among the major topics in the annual report of the APEC Business Advisory Council , known as ABAC .
B-gpe O O O O O O O O O O O O B-geo O O O O O O O O O O	Sudan 's government says it will order troops to end attacks immediately in Darfur , and is asking rebels to do the same .
O O O O O O B-gpe O O O O O O O O O B-tim O O O O O O O O O O O O O	Foreign Minister Mustafa Osman Ismail says Sudanese troops will also withdraw to positions held before an April cease-fire , if rebels in the western region agree to stop attacks .
O O O O O O O O O O O B-org I-org O B-org I-org O B-geo B-tim O	Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday .
O O O O O B-org O O B-geo O B-gpe O O O O O O O O B-geo I-geo O O B-geo O	Saturday , the head of AU forces in Darfur accused Sudanese government helicopters of bombing rebel sites in the South Darfur village of Labado .
B-gpe O O O O O O O O O O	Khartoum says troops were defending their positions from rebel attacks .
O O O O O O O O O O B-tim I-tim B-geo O O O O O O O	Indonesian police have arrested three men in connection with the October 1 Bali bombings that left 23 people dead .
O O O B-tim O O O O O B-geo O O B-geo O O O O B-geo O O O	Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters .
O O B-gpe O O O O O O O O O O O B-per O O O O O O O O O O O O B-geo O	Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia .
O O O B-per I-per I-per O O O O O O O B-geo O O O O B-tim B-geo O O O O O O O O	Indonesian authorities blame Azahari bin Husin for orchestrating last month 's attacks in Bali as well as the 2002 Bali bombings that killed more than 200 people .
O O O O O O B-org I-org O O O O O O O O O O O O B-geo O B-geo O	Gunmen have shot and killed a Roman Catholic nun and her bodyguard at the hospital where she worked in Islamist-controlled Mogadishu , Somalia .
O O O O O O O O B-per I-per I-per O O O O O O O O O O O O O O B-geo O	Two men with pistols attacked the nun , Sister Leonella Sgorbati , after she finished teaching a medical school class at the hospital in southern Mogadishu .
O B-geo O O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	In Rome , a Vatican spokesman deplored the attack and said he hoped it was an isolated event , and not irrationality arising from comments made by the Pope which angered some Muslims .
O O B-geo O O O O O O O O O	Authorities in Mogadishu have not determined a motive for the shooting .
O O B-tim O O O O O B-geo O O O O O B-org O O O O O O O O O O O O O O B-geo I-geo O	Helicopter gunships Saturday pounded militant hideouts in the Orakzai tribal region , where many Taliban militants are believed to have fled to avoid an earlier military offensive in nearby South Waziristan .
O B-gpe O O O O O B-geo O O B-org O O	The Pakistani military launched its offensive in Orakzai to hunt Taliban insurgents .
O B-org O O B-geo O O O O O B-org O O O O O O O	The U.S. military in Afghanistan says coalition forces killed 14 Taleban militants in separate clashes this week .
O O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O	Taleban rebels are not known to operate in northern Afghanistan and the area has been spared much of the bloodshed that has plagued southern and eastern regions .
O O O O O O O O O B-geo O O O O O O O O O O O O	Emergency medical officials say the five victims died in Moscow from exposure , and another 19 people are hospitalized with hypothermia .
B-geo O B-org O O O O O O O O O O O O O O O O O	Russia 's Itar-Tass news agency quotes a medical official as saying some of the victims were intoxicated or homeless .
O O O O O O B-geo O O B-geo I-geo O B-geo O B-geo O B-geo O O O O O O O O O	The unusually cold weather is affecting Russia , the Baltic states of Lithuania , Latvia and Estonia , and is moving into the Nordic countries .
O O O O O O O O O B-geo O	Emergency power rationing has been put into effect around Moscow .
O O O B-geo O O O O O O O O O O O O O B-gpe O O O O O O O O O O O O O O O O	Health officials in Vietnam say a deadly strain of the bird flu virus has killed a second Vietnamese man this week , raising the country 's death toll from the virus to 50 .
O O O O O O O B-geo O O B-gpe I-gpe O O O B-tim O O O O O B-nat O O O O O	Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu .
O O O O O O O O O O O B-geo O O O	He is the third person to die from avian influenza in Vietnam this year .
O O O O O O O B-org I-org I-org O O O O O O O O O O O O B-tim O	Not counting the latest death , the World Health Organization says 227 people around the world have died from bird flu since 2003 .
O O O O O O O O O O O O B-geo O	Most of the world 's cases , 103 , have occurred in Indonesia .
O O B-geo O O O O O O O O O O O O O O O O O B-geo O O O O O O O B-gpe O O O O O	Witnesses in Somalia say insurgents have burned and dragged the bodies of at least two soldiers through the streets of Mogadishu , after a clash between militants and Ethiopian forces killed seven people .
O O O B-tim O O O B-gpe O O O O O O O O O O O O B-org I-org O O B-geo O	The violence erupted Wednesday after insurgents attacked Ethiopian tanks rolling through an insurgent stronghold near the headquarters of the former Defense Ministry in southern Mogadishu .
B-gpe O O O B-geo O B-tim O O O O O O O O O O O O	Ethiopia deployed soldiers to Somalia last December to help the interim government push an Islamist movement from power .
B-gpe O O O O O O O O O O O O O O O O O O O B-org O O	Somalia 's internationally-recognized government has since been struggling to contain regular outbursts of violence by fighters loyal to the fallen Islamist movement .
O B-org I-org O O O O B-geo O O O B-gpe O O O B-gpe I-gpe O O O O	The African Union has deployed troops to Somalia to replace the Ethiopian forces , which Addis Ababa plans to withdraw .
O B-gpe O B-per I-per O B-gpe O B-gpe O O O O O O O O O O O O O O O	Top Palestinian negotiator Ahmed Qureia says Israeli and Palestinian mediators have agreed to prepare a document outlining their progress toward a peace accord .
O B-per O B-tim O O O O O O B-geo O B-per I-per O O O O O O O O O	"But Qureia said Wednesday that reaching a peace agreement with Israel before Mr. Bush leaves office will take a "" miracle . """
O O O O O B-geo I-geo O O O O O O O O O O O	He told reporters in the West Bank that there is still room for progress in Israeli-Palestinian negotiations .
B-per O O O O O O O O O O O O O O O O O O O O B-org O O B-geo O	Adam was widely expected to leave the army after he was pushed aside near the end of the 34-day war against Hezbollah guerrillas in Lebanon .
O O O O O O O O O O O O B-geo O O	"He was replaced by another general as "" coordinator of operations in Lebanon . """
O O O B-per O O O O O O O O B-per I-per I-per I-per O O O O O O O O	Israeli media say Adam had several disagreements with the army chief , Lieutenant General Dan Halutz , over the conduct of the war .
O O O O O B-gpe O O O O O O O O O O O O O O O O O O O	A Washington-based research institute says Pakistan is building a nuclear reactor that could produce enough plutonium for 40 to 50 nuclear weapons a year .
O B-org I-org I-org I-org I-org I-org O O O O O O O O O O O O O O O O O O O O B-geo O O B-geo O O	The Institute for Science and International Security reports that satellite photos show a possible construction site for a larger nuclear reactor near the small one in the Khushab district of Punjab province .
O O O O O O B-gpe O O O O O O O O O O O O O	According to some media reports , Pakistan is now capable of producing plutonium for just two warheads a year .
B-geo O B-org I-org O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O B-geo O O O O	Pakistan 's Foreign Ministry spokeswoman Tasnim Aslam declined to say whether a new reactor is being constructed , but she said the presence of a nuclear weapons program and facilities at Khushab are well known .
O B-org I-org I-org O O O O O O O O O O O O O O O	The American Diabetes Association reports the disease is the leading cause of new cases of blindness among adults .
B-gpe O B-gpe O O O O O O O O O O B-gpe O O O B-gpe I-gpe O O O O O O O O O O O O B-gpe B-per I-per I-per O	Cuba and Panama have said they will restore consular relations , months after Havana broke ties with Panama City for pardoning four men convicted in connection with an assassination attempt against Cuban President Fidel Castro .
O O O O O O O O O O O O B-geo I-geo O B-geo I-geo O O O O O O O O O O O O O O B-org I-org I-org I-org O O O O O	The meeting took place on the sidelines of the Ibero-American Summit in San Jose , Costa Rica , where heads of state were meeting to discuss a candidate to head the Organization of American States and other regional issues .
B-gpe O O O B-gpe O B-tim O O O B-gpe B-per I-per I-per O O O O O O O O O O O O O O O O B-geo O	Cuba severed ties with Panama in August , hours after Panamanian President Mireya Moscoso , in her final days in office , pardoned the men , preventing their extradition to Cuba .
O O O O O O O B-per I-per O O B-tim O O O B-geo I-geo O	They were convicted of plotting to kill Mr. Castro during the 2000 Ibero-American summit in Panama City .
O O O O O O O O O O O O O O O O O O O O O B-geo O O	The army says it targeted a man who was collecting a rocket launcher from an area used to fire rockets at Israel recently .
O O O B-gpe O O O O O O O	More than 200 Palestinians have been killed in the offensive .
O B-tim O B-gpe B-per I-per I-per I-per O O O O O O O B-gpe O	On Sunday , Palestinian Prime Minister Ismail Haniyeh said his Hamas-led government will not recognize Israel .
O O O B-gpe O O O O O O O O O O B-gpe O O B-gpe O O O O B-gpe O O B-gpe O O	He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories .
O O O O O O O O O O B-org O O O B-org O O B-per I-per I-per O	He spoke after a week of deadly political infighting between Hamas and the rival Fatah party of President Mahmoud Abbas .
O O B-org O O O O O O O O O O B-geo O	U.S. automaker Chrysler has opened a $ 570 million engine plant in northern Mexico .
O O O O O O B-art O B-tim O B-gpe B-per I-per I-per O B-org O O O O B-geo O O O O O	During the ceremonial startup of the Saltillo plant Friday , Mexican President Felipe Calderon said Chrysler 's sixth plant in Mexico will create 700 jobs .
O O O B-gpe O O O O O O O O O O	Mr. Calderon said Mexico has become a worldwide leader in the auto industry .
B-org O O O O O O B-art I-art O O B-art O B-art O B-art O B-art O O	Chrysler plans to build its new fuel-efficient Pentastar V-6 engine for Chrysler , Dodge , Jeep and Ram vehicles .
O B-geo O O O O O O B-org O O O O O O O O O O O O O O B-art O	A U.S. jury has found that drug maker Merck is not liable for the heart attack suffered by a man taking its painkiller Vioxx .
O B-geo I-geo O O O B-org O O O O O O O O O O O O O O O O O O O O O	The New Jersey jurists agreed with Merck that job stress and health risks caused the 60-year old postal worker to have a heart attack four years ago .
O O B-org I-org O B-per I-per O O O O O O O B-art I-art I-art O O O O O O O O O O O	Speaking to ABC News interviewer Dianne Sawyer , the 25-year-old co-star of TV 's The Simple Life said she is almost four months along in her pregnancy .
O O O O O O O O B-per I-per O O O O B-org I-org O	She said the father is her boyfriend , Joel Madden of the rock band Good Charlotte .
O O O B-tim I-tim O B-tim O B-art I-art I-art O O O B-tim I-tim O B-art O	The interview airs August 2 and 3 on Good Morning America , and later August 3 on 20/20 .
O O O I-per O O O O O B-geo O O O O O O O O O O O O B-geo O O O O O O O O O O B-tim O	U.S. Senator John Warner of the southeastern state of Virginia , a prominent Republican figure in the debate over the war in Iraq , says he will retire after finishing his term in 2009 .
O O O O O O B-org I-org I-org B-tim O O O O O O O O O O B-tim O O	Warner told supporters outside of the University of Virginia Friday that he will not seek a sixth term in the 2008 elections .
O O O O O O B-org I-org I-org I-org O O O B-per I-per O O O O O O B-geo O	The former chairman of the powerful Senate Armed Services Committee has openly criticized President Bush 's handling of the war in Iraq .
O O O B-per I-per O O O O O O O B-gpe O O B-geo O	He called on Mr. Bush earlier this month to begin withdrawing some U.S. troops from Iraq .
O B-org I-org O B-tim O B-geo I-geo O O O O O O O O O O O O O O O O O O O	The United Nations says December 's Indian Ocean tsunami caused around $ 520 million in damage to fishing industries in seven of the worst hit countries .
O B-org O O O O O O O O B-geo O B-geo O B-geo O B-geo I-geo O B-geo O	The FAO 's estimate includes damage to fishing industries in Indonesia , Maldives , Somalia , Sri Lanka and Thailand .
O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O	Officials in Indonesia say another person has died from bird flu , bringing the country 's death toll from the disease to 96 since the outbreak started in 2003 .
O O O O O O O O O O O B-geo O O O O O O B-geo O	The latest victim was a 16-year-old girl from the town of Bekasi , on the eastern outskirts of Jakarta .
O O O O O O O O O O O O O O B-geo O O O O O O O O O O O O O O B-geo O	Monday , officials reported that a 32-year-old woman from an area just west of Jakarta died of bird flu last week , at her home in the city of Tangerang .
B-gpe O O O O O O O O O O B-org O O O O O B-geo O O O O O O O B-geo O	Thailand says it has photo evidence to prove its claim that Islamic militants responsible for violence in Thailand 's Muslim-majority south are training in neighboring Malaysia .
O O O O O I-per O O O O O O O O B-geo O O B-geo O O O O O B-geo O	Thai Deputy Interior Minister Sutham Saengprathum says the photos show the militants training in Malaysia 's northern Kelantan state , which borders southern Thailand .
O O O B-gpe O O O O O O B-gpe O O O O	He said if Malaysia wants to see the photos , Bangkok will provide them .
O O O O I-per O O O O O O O O O O O O B-geo O B-geo O O B-geo O	Thai Prime Minister Thaksin Shinawatra has said he believes some of the insurgents have been trained in Malaysia , Indonesia and southern Thailand .
B-gpe O B-gpe O O O O B-gpe O O O	Malaysia and Indonesia have demanded proof of Bangkok 's allegations .
O O O O O O O O O O O O O O O O O O O B-org O B-geo O B-geo O	More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia .
O O O O O B-gpe O O B-geo O O B-tim O O O O O B-gpe O O O O O O O O	Anti-Japanese protests in the western Chinese city of Shanghai turned violent Saturday , with protesters pelting the Japanese consulate with rocks , bottles and eggs .
O O O O O O O O B-geo O O O O O O O O O O B-gpe O O O O O O O O B-org I-org I-org O B-gpe O O O O O O O	Several thousand people took to the streets of Shanghai as part of a new wave of anti-Japanese protests over Japan 's bid for a permanent seat on the U.N. Security Council and Tokyo 's alleged downplaying of war atrocities .
O B-geo O O O O O O O O O O O O O O O	In Beijing , police are out in force waiting for protests to begin in the capital .
O O O O O O O B-org O O O B-gpe O O O O O O O O O O O O O O	State Councilor Tang Jiaxuan told the official Xinhua news agency that China 's government is urging people to protest in a calm and orderly manner .
B-geo O B-per I-per O B-per I-per O O B-tim O B-geo O O O O B-gpe O O B-per I-per O O O O O O O O O	Japan 's Foreign Minister , Nobutaka Machimura , arrives Sunday in Beijing for talks with his Chinese counterpart , Li Zhaoxing , to discuss relations between the two countries .
O O O B-eve I-eve I-eve O B-geo O O O O O O O O O O O O O O O O O O O O O O	"Organizers of the 2012 Summer Olympics in London have promised the "" greenest games "" in history and sought to soothe concerns about the rising cost of the event ."
O O O O O B-gpe O O O O O O O O O O O O O O O O	Prime Minister Tony Blair said London is farther ahead in preparations at this stage than any other previous Olympic host city .
O B-gpe O O O O O O O O O O O O O O O O O O O B-gpe O O O O B-tim I-tim I-tim O	The British government wants to have the Olympic budget finalized early this year , but costs have already risen substantially since London won the bid in July of 2005 .
B-geo O O O O O O O O O O O O O O	China 's giant pandas have been on endangered species lists for nearly 30 years .
O O O O O O O O O O O O B-geo O	There are only about 1,600 pandas still living in the wild in China .
O O O O O O O O O O O O O O O O O B-gpe O O O O	Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols .
O O O O B-nat I-nat O O O B-geo O O	Sam Beattie reports from Jing Jing 's home in Sichuan province .
O O O O O B-gpe O O O O O O O O O O B-org O O O B-geo O	British defense officials say 14 British military personnel have been killed in a crash of a NATO aircraft in southern Afghanistan .
O B-org O O O O O O O O O O O O O O O B-geo B-tim O	A NATO spokesman says the aircraft went off the radar and crashed in an open area near Kandahar Saturday .
O O O O O O O B-org O O O O O O O O O O O O O O O O O O O	Officials say the aircraft was supporting a NATO mission in the country 's south , but there is no indication of enemy action causing the crash .
O O O O B-org O O O O O O B-org O O O B-geo O	The crash comes as NATO forces launched an offensive to drive Taleban remnants out of Kandahar .
O O O B-eve I-eve O O O O O O B-org O O O O O O O O O O O O O O O	"Officials say "" Operation Medusa "" is aimed at removing the Taleban threat so that stability , reconstruction and development can be achieved in the area ."
O B-gpe O O O O B-org O O O O O B-tim O B-geo O O O O O O O O O O O O O O O	Sri Lankan authorities say a prominent Tamil journalist was found shot dead Friday in Colombo , hours after he was abducted by several attackers as he left a restaurant .
O O O O O O O O O B-org B-art O O O O O B-gpe I-gpe O B-art O O O B-art I-art O	Dharmeratnam Sivaram was a board member of the pro-rebel TamilNet Web site and a columnist for Sri Lanka 's english newspaper , the Daily Mirror .
B-gpe O B-gpe I-gpe O O O O O O O O O O O O O O O O O	Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations .
O O O B-tim O O O O O O O O O O O O B-geo O O B-tim O	Japanese media reported Monday that the two countries hope to arrange to hold the talks in Beijing in early November .
O O O O O O O O B-gpe I-gpe O O O O O	The talks could come before six-party talks on North Korea 's nuclear ambitions resume .
B-gpe O B-gpe I-gpe O O O O O O O O O O O	Japan and North Korea have not had formal bilateral talks for about a year .
B-gpe O B-gpe O O O O B-gpe I-gpe O O O O O O B-gpe O O O B-gpe O O O B-tim O B-tim O	Tokyo and Pyongyang are at odds over North Korea 's nuclear weapons program and the North 's kidnapping of Japanese citizens in the 1970s and 1980s .
O O O O O O O O O B-geo O O O O O O O O O O O O O O O B-gpe O B-per I-per O	A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein .
B-org I-org I-org O O O O O B-tim O O O O O O O O O O O O B-gpe O O O O O O O B-tim O O B-geo O	Human Rights Watch , in a report released Thursday , said coalition forces failed to stop people from stealing thousands of Iraqi government documents in the months after the 2003 invasion of Iraq .
O B-org I-org O O B-gpe B-org I-org O O O O O O O O O O	The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report .
B-per I-per O O O B-tim O O B-gpe O O O O O O B-geo O	Saddam Hussein was arraigned in July at a U.S. military base on the outskirts of Baghdad .
B-gpe O O O O B-org I-org I-org O O B-gpe O O O O O O O O O O O O	Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu .
O O B-gpe O O O B-nat O O O O O	Thirty two Egyptians have contracted the H5N1 form of avian flu .
B-geo O O O O O O O O O O O O B-geo O	Egypt has had the largest number of human bird flu cases outside of Asia .
O O O O B-org O O O B-gpe O O O B-per I-per O O O O O O O O O O O O B-org O O	The head of the U.N. investigation into the Iraq oil-for-food program says Saddam Hussein illegally obtained more money from oil smuggling than from corruption in the U.N. program .
O B-gpe B-org I-org B-per I-per I-per O O O O O O O O O O O O O O O O O B-org I-org I-org I-org O	Former U.S. Federal Reserve Chairman Paul Volcker says the smuggling began before the start of the oil-for-food program , and was known to the United Nations Security Council .
O O O O O B-gpe B-org B-art O O O B-per I-per O O O O O O O O O O O B-per O O O O O O O	In an interview with the U.S. government-funded alHurra television station , Mr. Volcker said there is a lot of confusion about how much money Saddam obtained from the oil-for-food program itself .
O B-org I-org O O O O O O O B-eve I-eve O O B-gpe O O O O O O O O O B-gpe O O O O O	The United Nations created the oil-for-food program after the first Gulf War to allow Iraq to sell oil and use the profits for the Iraqi people 's humanitarian needs .
B-gpe O B-org I-org O O O O O O O B-per I-per O O O O O O O O B-geo O O O O O O	Kyrgyzstan 's Justice Ministry says four people , including parliament member Tynychbek Akmatbayev , have been killed at a prison near Bishkek after inmates took them hostage .
O O O O O B-geo O O O O O O O B-tim O	That prison , also near Bishkek , remained surrounded by security forces on Thursday .
O O O O O O B-geo I-geo O O O B-geo O O O O O O O O O	A commercial airplane taking off from Western Europe has landed in Iraq for the first time in nearly 20 years .
O O O O O B-gpe O B-org I-org O O O O O B-art I-art I-art O O B-geo O B-tim O O O O B-art I-art I-art O B-tim O	The plane , operated by France 's Aigle Azur airline , took off from Charles De Gaulle airport in Paris late Saturday and touched down at Baghdad International Airport early Sunday .
O O O O O B-gpe B-per I-per I-per I-per I-per O O O O O O O O O B-gpe O B-gpe O	One of the passengers , French Foreign Trade Minister Anne-Marie Idrac , called it a historic day for cooperation between France and Iraq .
O O O B-geo O B-geo O O O O O O O O O O O	Regular service between Paris and Baghdad is not expected to start for at least several weeks .
B-org I-org O O O O O O O O O O O O B-geo O	Aigle Azur is just one of a number of airlines to start flying to Baghdad .
O O B-org I-org O O O O O O B-geo I-geo I-geo O O O O B-geo O O O O	Etihad and Emirates airlines , both operating out of the United Arab Emirates , started flying to Baghdad earlier this year .
O O O I-per O O B-gpe O O O O O O O O O O O O O B-gpe I-gpe O	Venezuelan President Hugo Chavez has denounced Colombia 's defense minister as an obstacle to peace and a pawn of the United States .
O O O O B-gpe B-per I-per I-per I-per I-per O O O B-gpe O O O O O O O O O O	After the meeting , Colombian Defense Minister Juan Manuel Santos said he hoped Venezuela would follow through with promises made during the meeting .
O O O O O O O B-tim O B-gpe O O O O O B-geo O	Tensions between the two countries rose in March when Colombia attacked a rebel camp in Ecuador .
B-gpe O O O O O O B-gpe O O	Venezuela responded by sending troops to the Colombian border .
B-gpe O O O O O B-gpe O O O B-gpe O O O O O O O O O O B-gpe O B-gpe O O	China has lashed out at a U.S. report critical of Chinese policies on religious freedom , saying such criticism could harm U.S. - China relations .
O O O O O B-tim O O B-org I-org I-org I-org I-org I-org O B-gpe O O O O O O O O O O O O O O O O O O O O O O	In its annual report issued Wednesday , the U.S. Commission on International Religious Freedom said China continues to be responsible for pervasive and severe violations of religious freedom , regularly imprisoning and harassing religious leaders and practitioners .
O O O B-tim B-gpe B-org I-org O B-per I-per O O B-gpe O O O O O O B-gpe O O O O O O O O O	In a statement Saturday Chinese Foreign Ministry spokesman Liu Jianchao accused the U.S. body of attempting to interfere with Chinese internal affairs under the guise of religious freedom .
O O O O O O O O O O O B-gpe O B-gpe O O	He said such criticism runs counter to the good development of U.S - China relations .
B-per O B-gpe O O O O O B-gpe O O O O O O O O O O O O O O	Liu said China protects the religious freedom of Chinese citizens according to law , and that citizens enjoy full freedom of religion .
B-gpe O O O O O O O O O O O O O O O O	China 's communist government allows worship only in state-approved and state-monitored churches , temples and mosques .
