labels	text
O O I_ORG O B_MISC O O O O O O O O O O O O O O O O O B_ORG O O O O O O O O O O O O O O O B_ORG O O O O O O O O O B_LOC O O O O O O O B_LOC O B_LOC O B_LOC O B_LOC O O O O O O O O O O O O B_MISC O O B_LOC O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O B_LOC O B_ORG I_ORG O	BORROWER VENANTIUS AB ( SWEDISH NATIONAL MORTGAGE AGENCY ) AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99 TYPE FRN BASE 3M LIBOR PAY DATE S23.SEP.96 LAST MOODY AA3 ISS PRICE 99.956 FULL FEES 10 BP LAST S&P AA+ REOFFER = NOTES S SHORT FIRST COUPON LISTING LONDON DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / JP / FR NEG PLG YES CRS DEFLT NO FORCE MAJ IPMA 2 GOV LAW ENGLISH HOME CTRY SWEDEN TAX PROVS STANDARD MGT / UND 5 BP SELL CONC 5 BP PRAECIP = NOTES ISSUED OFF EMTN PROGRAMME -- London Newsroom +44 171 542 8863 Port conditions update - Syria - Lloyds Shipping .
B_LOC O O O O O O B_LOC O	Israel plays down fears of war with Syria .
O O B_LOC O B_LOC O O O O O B_LOC O O O O O O O O O O O O O O O O O O	Colleen Siegel JERUSALEM 1996-08-22 Israel 's outgoing peace negotiator with Syria said on Thursday current tensions between the two countries appeared to be a storm in a teacup .
B_PER I_PER O O O B_LOC O O O B_LOC O O O O B_LOC O O B_ORG I_ORG O O O B_LOC O O O O O O O	Itamar Rabinovich , who as Israel 's ambassador to Washington conducted unfruitful negotiations with Syria , told Israel Radio it looked like Damascus wanted to talk rather than fight .
O B_MISC O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O	"The Syrians are confused , they are definitely tense , but the general assessment here in Washington is that this is essentially a storm in a teacup , "" he said ."
O O O O O B_PER I_PER O O O B_MISC O O B_LOC O O B_ORG O O O	He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .
B_LOC O O O B_LOC O O O O B_LOC O O O O O O O O O O O O O O O	Israel on Wednesday sent Syria a message , via Washington , saying it was committed to peace and wanted to open negotiations without preconditions .
O O O B_LOC O O O O O O O O O	But it slammed Damascus for creating what it called a dangerous atmosphere .
B_LOC O B_LOC O O O O O O O O O O B_MISC O O O B_LOC O O O O O O O	Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .
O O O O O O O O B_MISC O B_PER I_PER O B_PER O O B_LOC O O O O O O O O O O O O O B_MISC O O B_PER I_PER O B_ORG I_ORG O O O O	""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview ."
O O O O B_MISC O O B_PER I_PER O O O O O O O O B_LOC I_LOC B_LOC O O B_LOC O O O B_LOC I_LOC O O	Tension has mounted since Israeli Prime Minister Benjamin Netanyahu took office in June vowing to retain the Golan Heights Israel captured from Syria in the 1967 Middle East war .
O O O O O O B_LOC O O O O O O	""" The voices coming out of Damascus are bad , not good ."
O O O O B_LOC O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O B_PER O O	""" We expect from Syria , if its face is to peace , that it will answer Israel 's message to enter peace negotiations because that is our goal , "" he said . "" We do not want a war , God forbid ."
O O O O O O O B_LOC O B_ORG I_ORG O O B_LOC O O O O O O O O B_LOC O	"No one benefits from wars . "" Israel 's Channel Two television said Damascus had sent a "" calming signal "" to Israel ."
O O O O O B_PER O O O O O B_LOC O B_LOC O O B_LOC I_LOC O B_LOC O	The television also said that Netanyahu had sent messages to reassure Syria via Cairo , the United States and Moscow .
O O O O O O B_LOC O	Polish diplomat denies nurses stranded in Libya .
B_LOC O O B_MISC O O O O O B_MISC O O O O O B_LOC O O O O O O B_MISC O O O O O O O O O B_MISC I_MISC O O	TUNIS 1996-08-22 A Polish diplomat on Thursday denied a Polish tabloid report this week that Libya was refusing exit visas to 100 Polish nurses trying to return home after working in the North African country .
O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O B_MISC O O O O O B_LOC O B_PER I_PER O O B_ORG O O O	"Up to today , we have no knowledge of any nurse stranded or kept in Libya without her will , and we have not received any complaint , "" the Polish embassy 's charge d'affaires in Tripoli , Tadeusz Awdankiewicz , told Reuters by telephone ."
B_LOC O O O O O O O O O O O O B_LOC O O O O B_PER O O O O O O O O O O O O O O O O O O O O	Poland 's labour ministry said this week it would send a team to Libya to investigate , but Awdankiewicz said the probe was prompted by some nurses complaining about their work conditions such as non-payment of their salaries .
O O O O O O O O B_MISC O O O B_LOC O	He said that there are an estimated 800 Polish nurses working in Libya .
O B_MISC O O O O B_LOC O	Two Iranian opposition leaders meet in Baghdad .
O O B_LOC O O B_MISC O O O O B_LOC O O O O O O O B_LOC O B_MISC O O O O O O B_MISC O O O B_LOC O O O	Hassan Hafidh BAGHDAD 1996-08-22 An Iranian exile group based in Iraq vowed on Thursday to extend support to Iran 's Kurdish rebels after they were attacked by Iranian troops deep inside Iraq last month .
O O I_ORG O O O O B_PER I_PER O O B_LOC O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG O B_PER I_PER O O O O O O O B_LOC O O B_MISC O	A Mujahideen Khalq statement said its leader Massoud Rajavi met in Baghdad the Secretary-General of the Kurdistan Democratic Party of Iran ( KDPI ) Hassan Rastegar on Wednesday and voiced his support to Iran 's rebel Kurds .
B_LOC O O O O O B_LOC O O O O O B_ORG O O O B_MISC I_MISC O O O O O O O O B_LOC O	Iran heavily bombarded targets in northern Iraq in July in pursuit of KDPI guerrillas based in Iraqi Kurdish areas outside the control of the government in Baghdad .
O O O O B_LOC O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG O O O	Iraqi Kurdish areas bordering Iran are under the control of guerrillas of the Iraqi Kurdish Patriotic Union of Kurdistan ( PUK ) group .
O O B_LOC O B_ORG I_ORG I_ORG O B_ORG O O O O B_MISC I_MISC O O O O O B_LOC O O O O B_MISC O O O O B_LOC O O O B_MISC I_MISC O	PUK and Iraq 's Kurdistan Democratic Party ( KDP ) the two main Iraqi Kurdish factions , have had northern Iraq under their control since Iraqi forces were ousted from Kuwait in the 1991 Gulf War .
O B_LOC O B_LOC O O O O O O O O O B_LOC O O O O O B_MISC O O	Both Iran and Turkey mount air and land strikes at targets in northern Iraq in pursuit of their own Kurdish rebels .
O B_MISC O O O O B_LOC O B_MISC I_MISC O O O O B_LOC O O	A U.S.-led air force in southern Turkey protects Iraqi Kurds from possible attacks by Baghdad troops .
B_LOC O O O B_MISC O O O O O O O O O O O O O O O O O O O O O O O O O	MANAMA 1996-08-22 The spot Saudi riyal against the dollar and riyal interbank deposit rates were mainly steady this week in quiet summer trade , dealers in the kingdom said .
B_LOC O B_PER O O O B_LOC I_LOC O	Israel approves Arafat 's flight to West Bank .
B_LOC O B_LOC O B_MISC O B_PER I_PER O O O O O O O O O O B_LOC I_LOC O O O O B_MISC O O O B_PER O O O	JERUSALEM 1996-08-22 Israel gave Palestinian President Yasser Arafat permission on Thursday to fly over its territory to the West Bank , ending a brief Israeli-PLO crisis , an Arafat adviser said .
O O O O O O O O O O B_MISC O O O O O O O O O O O B_LOC I_LOC O O O O B_PER I_PER I_PER O B_ORG O	"The president 's aircraft has received permission to pass through Israeli airspace but the president is not expected to travel to the West Bank before Monday , "" Nabil Abu Rdainah told Reuters ."
O O O O O O O B_MISC O O B_PER I_PER O O B_LOC I_LOC O O B_LOC O O O O O O O O B_LOC O B_LOC O O O O O B_MISC O O O O	Arafat had been scheduled to meet former Israeli prime minister Shimon Peres in the West Bank town of Ramallah on Thursday but the venue was changed to Gaza after Israel denied flight clearance to the Palestinian leader 's helicopters .
O O O O O O B_PER I_PER O O O O O B_LOC O O O B_PER O O	Palestinian officials accused right-wing Prime Minister Benjamin Netanyahu of trying to stop the Ramallah meeting by keeping Arafat grounded .
O O O O O O B_MISC O B_ORG O O O O O O O O B_LOC I_LOC O O B_LOC O O B_LOC I_LOC O	Arafat subsequently cancelled a meeting between Israeli and PLO officials , on civilian affairs , at the Allenby Bridge crossing between Jordan and the West Bank .
O O O B_PER O O O O O O B_LOC I_LOC O O O O B_LOC O O O O O O O O O O O B_LOC O O O O O O O O	Abu Rdainah said Arafat had decided against flying to the West Bank on Thursday , after Israel lifted the ban , because he had a busy schedule in Gaza and would not be free until Monday .
B_LOC O B_PER I_PER O O B_PER I_PER O B_LOC O O O B_MISC O O O B_MISC O O O O B_MISC O O O O O B_LOC I_LOC O O O O O O O O	JERUSALEM 1996-08-22 Yasser Arafat will meet Shimon Peres in Gaza on Thursday after Palestinians said the right-wing Israeli government had barred the Palestinian leader from flying to the West Bank for talks with the former prime minister .
O O O O B_PER O B_PER O O O O B_LOC O O B_LOC O O O B_LOC O O O O B_PER O O O O	""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned , "" Peres ' office said ."
O O O O B_MISC O O O B_PER O O B_LOC O O B_MISC O O O B_LOC I_LOC O O O O O O O O B_PER O	Palestinian officials said the Israeli government had barred Arafat from overflying Israel in a Palestinian helicopter to the West Bank in an attempt to bar the meeting with Peres .
O O O B_PER I_PER O O O O B_PER O O O O O O O O O O O O O B_ORG O O O O O O O O	Israeli Prime Minister Benjamin Netanyahu has accused opposition leader Peres , who he defeated in May elections , of trying to undermine his Likud government 's authority to conduct peace talks .
O O B_LOC O O B_MISC O O O O B_LOC I_LOC I_LOC O O O B_MISC O O O O O B_MISC O O O O B_LOC O O O O O O B_MISC O O B_LOC I_LOC O O O O	Hilary Gush DUBAI 1996-08-22 Three Afghan guards brought to the United Arab Emirates last week by Russian hostages who escaped from the Taleban militia will return to Afghanistan in a few days , the Afghan embassy in Abu Dhabi said on Thursday .
O O O B_LOC O O O O O O O O O O O O O O O	"Their return to Afghanistan will take place in two or three days , "" an embassy official said ."
O O B_MISC I_MISC O O O O O B_MISC O O O O B_LOC O B_LOC O O O O O O O O O O O O O O B_MISC O O B_LOC O O B_LOC O	The three Islamic Taleban guards were overpowered by seven Russian aircrew who escaped to UAE state Sharjah last Friday on board their own aircraft after a year in the captivity of Taleban militia in Kandahar in southern Afghanistan .
O O O O O O O O O O B_LOC O O B_MISC O B_LOC O O O O O O O O O O O O O O O B_LOC O O B_LOC O O O O O O B_MISC O O	"When asked whether the three guards would travel back to Kandahar or the Afghan capital Kabul , the embassy official said : "" That has not been decided , but possibly Kandahar . "" Kandahar is the headquarters of the opposition Taleban militia ."
B_LOC O O O O B_PER I_PER O O O O B_MISC O O O O O	Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .
O O O O O O O O O O O O O O O O O O B_LOC I_LOC O	The embassy official said the three men , believed to be in their 20s , were currently in Abu Dhabi .
O B_MISC O O O O B_ORG O O O B_MISC O O B_LOC O O O O O O B_MISC B_MISC O O O O O O O O O O O	The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .
O O O O O O O B_LOC O O O B_MISC O O O B_PER O O O	Taleban said its shipment of ammunition from Albania was evidence of Russian military support for Rabbani 's government .
B_LOC O O O O O O O O	Moscow said the crew 's nationality was coincidental .
O B_MISC O O O O O O O O O O O B_MISC O O O O O O O O O O B_MISC I_MISC O O O O O O O B_LOC O B_LOC I_LOC O O O O O	The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .
B_LOC O B_PER O B_LOC O B_PER O	Iraq 's Saddam meets Russia 's Zhirinovsky .
B_LOC O B_MISC O B_PER I_PER O O O B_MISC O B_PER I_PER O B_LOC O O O O O O O O O B_LOC O O B_MISC O O O O O	"BAGHDAD 1996-08-22 Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday ."
O O B_PER I_PER O O O O B_LOC O O O O O O O O B_LOC O O O O O O	""" President Saddam Hussein stressed during the meeting Iraq 's keenness to maintain friendship and cooperation with Russia , "" the papers said ."
O O B_PER O B_PER O O O B_LOC O O O O B_ORG I_ORG I_ORG O O B_MISC B_ORG O O O O O O O O O O O O O O O O B_LOC O O O O O B_LOC O	"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait ."
O O O O O O O O B_MISC O O O O B_ORG O O O B_LOC O O B_LOC O O O O O O O B_LOC O	Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .
O O O O O O O O O O O O O B_MISC O O O O O O O O B_LOC O O O O O B_LOC O B_LOC O O O O O O	""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters ."
O O B_LOC O O O O	Zhirinovsky visited Iraq twice in 1995 .
O O O O O O O O O O O B_LOC O O O O O B_PER O O O O O O O	Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .
O O O B_LOC O O O O	PRESS DIGEST - Iraq - Aug 22 .
B_LOC O O O O O O O O O O O B_MISC O O O O	BAGHDAD 1996-08-22 These are some of the leading stories in the official Iraqi press on Thursday .
B_ORG O O O O O O O O O O O O O	Reuters has not verified these stories and does not vouch for their accuracy .
O O B_LOC O O B_PER I_PER O O O O O B_MISC O O O B_PER I_PER O	THAWRA - Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .
O B_MISC O O O B_LOC O O O O O B_LOC O O O O O O O O O	- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .
B_LOC O O O O O O O O O O B_LOC I_LOC O O O B_LOC O	IRAQ - A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .
O O O B_LOC O O O O	PRESS DIGEST - Lebanon - Aug 22 .
B_LOC O O O O O O O O B_LOC O O O O	BEIRUT 1996-08-22 These are the leading stories in the Beirut press on Thursday .
B_ORG O O O O O O O O O O O O O	Reuters has not verified these stories and does not vouch for their accuracy .
B_ORG O O O O O B_ORG O O O O	AN-NAHAR - Confrontation is escalating between Hizbollah and the government .
B_ORG O O O B_PER O B_LOC O O O O O B_LOC O B_LOC O	AS-SAFIR - Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .
O O O O B_LOC O O O O O O O O O	- Parliamentary battle in Beirut .. The three main lists have been prepared .
O O O O O O O O O O O O O B_LOC I_LOC O O O O	AL-ANWAR - Continued criticism of law violation incidents -- which occurred in the Mount Lebanon elections last Sunday .
B_ORG O O O O B_LOC O B_LOC O	AD-DIYAR - Financial negotiations between Lebanon and Pakistan .
B_LOC O O O O B_ORG O O O O O O O O O O O O O O O O O O	CHICAGO 1996-08-22 Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .
O B_ORG O B_PER I_PER O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O O	-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .
B_LOC O O B_MISC O O O O O O O O B_PER I_PER O O O O O O O O O O O O O B_PER I_PER O O O O O	ATHENS 1996-08-22 The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .
O O B_PER I_PER O O O O O O O O O O O O O O B_PER O	Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .
O O I_PER O B_ORG I_ORG O O O O O B_LOC O B_ORG I_ORG O O O	-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4 PRESS DIGEST - France - Le Monde Aug 22 .
B_LOC O O O O O O O O O O B_ORG I_ORG O O O O O	PARIS 1996-08-22 These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .
O O O B_MISC O O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O B_LOC O O O O O O O O	FRONT PAGE -- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .
B_LOC O O O O O O O O B_LOC O O B_MISC O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O	OSLO 1996-08-22 Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .
O B_LOC O O O O O O B_MISC O O O O O O O B_ORG O	-- Oslo newsroom +47 22 42 50 41 Finnish April trade surplus 3.8 billion markka - NCB .
B_LOC O B_LOC O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG O B_ORG O O O O O O O O	HELSINKI 1996-08-22 Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .
O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O	The Bank of Finland earlier estimated the April trade surplus at 3.2 billion markka with exports projected at 14.5 billion and imports at 11.3 billion .
O B_ORG O O O O O O O O O O O O O O O B_LOC O O B_ORG I_ORG O O O O O O	The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .
B_LOC O O B_ORG I_ORG O O O O O O O O B_MISC O O O O O O O O O O O O O O	AMSTERDAM 1996-08-22 The Finance Ministry raised the price for tap sales of the Dutch government 's new 5.75 percent bond due September 2002 to 99.95 from 99.90 .
O B_LOC O O O O O B_MISC O O O O O O B_MISC O O	-- Amsterdam newsroom +31 20 504 5000 German farm ministry tells consumers to avoid British mutton .
B_LOC O B_LOC O B_ORG I_ORG O O O O O O O O O B_MISC O O O O O O O O O O O O O O O	BONN 1996-08-22 Germany 's Agriculture Ministry suggested on Wednesday that consumers avoid eating meat from British sheep until scientists determine whether mad cow disease can be transmitted to the animals .
O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER O B_ORG O O	""" Until this is cleared up by the European Union 's scientific panels -- and we have asked this to be done as quickly as possible -- ( consumers ) should if at all possible give preference to sheepmeat from other countries , "" ministry official Werner Zwingmann told ZDF television ."
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O	""" I do not want to say that there is a concrete danger for consumers , "" he added . "" There are too many holes in what we know , and these must be filled very quickly . "" Bonn has led efforts to ensure consumer protection tops the list of priorities in dealing with the mad cow crisis , which erupted in March when Britain acknowledged humans could contract a similar illness by eating contaminated beef ."
O B_ORG I_ORG O O O O O O O O O O O O O O O O O B_ORG O O O O O O O O	The European Commission agreed this month to rethink a proposal to ban the use of suspect sheep tissue after some EU veterinary experts questioned whether it was justified .
O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O B_LOC O B_LOC O O O O O O O B_MISC I_MISC I_MISC O B_MISC O O O O O O	EU Farm Commissioner Franz Fischler had proposed banning sheep brains , spleens and spinal cords from the human and animal food chains after reports from Britain and France that under laboratory conditions sheep could contract Bovine Spongiform Encephalopathy ( BSE ) -- mad cow disease .
B_ORG O B_LOC O O O O B_LOC O O O O O O O O O	ZDF said Germany imported 47,600 sheep from Britain last year , nearly half of total imports .
