labels	text
O O O O O O O O O O O O O O O O O O O O O O O B_person_NOKG O O O O O O O	@KFSH totally ! I can go a week w/o tv , phones or a computer . I get some time to myself and God . Brings peace into my life .
O O O O O O O O O O O O O O B_person_NOKG O O O O B_person_NOKG O B_person_NOKG O O O O O O O O O O O	i want a bath but do n't have a bath , shut up , sam 's coming tomorrow and steve and tanya will be round at 10am so go away you mean people
O O B_geo_loc_NOKG O O O O O B_other I_other O O O O O O O O O O O	What Do S.F. Rabbis Eat Before and After Yom Kippur ? We Asked Five to Enlighten Us ! via @SFoodie //bit.ly/aQrFUz
O O O O B_tvshow_NOKG O O O O O O O O O O O B_tvshow_NOKG I_tvshow_NOKG O	Not only is it #BattlestarGalactica 's 32nd Anniversary , tonite is the 3rd season premiere of #StarWars #TheCloneWars !!
O O O O O O O B_geo_loc_NOKG O O O O O O O B_person_NOKG O B_product O O O O O	just about off work ! going to alderwood again ) yay . hopefully we got cody 's ipod in the mail today .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Its stupid I hate getn a attitude from ppl when I 'm jus tryna be nice n shit . WTF now I 'm mad so dnt talk to me right now
O O O O O O O O O O O O	Last stop of the day thank goddddd (@ H-E-B Plus ) //4sq.com/7RDhgd
O O O O O O O O O	@itzkeving im getting mine off this monday ' )
O O O O O O O O O O O O O O O O O O O O O B_person_NOKG I_person_NOKG O O O	@vogueglamGIRL Ah I know ! She is simply the best in The Sept Issue . My boyfriend 's aunt worked for Anna Wintor in NY .
O O O O O O O O O O	You gotta let em lick it before they stick it
O O O O O O O O O B_product_NOKG O B_company O O O O O O O O O O O O O O O O O O O	There 's a lot of people showing off their iPhones on facebook today , so &lt; so is at such a place , it 's really not that interesting ;o )
O O O O O O O O O O O O O O O O O O O O O	@Infamous__Kid lol you always got problems with ur hair you said somethin last time like they didnt cut it right ha
O O O O O O O O O O O O O O O O O O O O O O O O O O O	For code I 've written since Sept ' 09 , the delay between commit to SCM and running on customer hardware has been about 10 days .
O O O O O O O O O O O O O O O O O O O O O O O O O	AND EVERYTHING YOU STAND FOR , TURNS ON YOU TO SPITE YOU ? WHAT HAPPENS WHEN YOU BECOME THE MAIN SOURCE OF HER PAIN ?
O O O O O B_other_NOKG I_other_NOKG I_other_NOKG I_other_NOKG O O B_facility_NOKG I_facility_NOKG O O O O B_facility_NOKG I_facility_NOKG I_facility_NOKG I_facility_NOKG O O O O O O O O O O	Yo kids ! Today 's ACF Friday Large Group is at PITT University ! It 's at Cathedral of Learning G24 at 7pm ! Be sure to check it out !
O O O O O O O O O O O B_geo_loc O	( RT @themaine Who is coming to the show tomorrow in Hawaii ?
O O O O O O O O O O O O O O O O O	chinese food .. stayin in for tonight but goin to the archery range either tomorrow or sunday
O O O O O B_geo_loc O O O O O O O O O O O O O O O O O O O O	@Strigy got mine in bbt aintree today . Played table tennis on it in store ! V impressed . Did you get analogue controller 2 ?
O O O O O O O O O O O O O O O O O O O O	Today 's cheer went from awful to awesome from the moment I realized I did not have class today .
B_company I_company I_company O B_other_NOKG I_other_NOKG I_other_NOKG O O O O O O B_company O	Time Warner Cable Boycotting Epix Movie Channel Because It Did A Deal With Netflix //dlvr.it/5RgcL
O O O O O O	Fresh out the psych ward today
O O O O O O O O O O	Today was awesome , I finally get to relax )
O O O O O O O O O O O O O O O O O O O	My #twitter age is 458 days 0 hours 3 minutes 49 seconds . Find out yours at //twitter.seocoder.org/ #twittertime
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	What is it with people and punctuality ? I used to be that guy and honestly , it 's a haze now . Just be on time . It 's not like its a surprise .
O O O O O O B_person_NOKG O O O O O O O O O O O O O O O O O O O O O O O O O	"After I pet a kitten on JFK , the owners informed me it 's ' double-pawed ' ( polydactyl) , which is "" a form of retardation in the animal kingdom """
B_person I_person O O O O O O O O O O O O O O O O O O	Soulja Boy | TheDeAndreWay . com - The DeAndre Way in stores Nov . 2 , 2010 //t.co/woAiLlZ via @SouljaBoy
O O O O O O O O O O O O O O O O O O O O	I need a syringe of anything you want but which will switch me off till tomorrow noon , anyone ??
B_person I_person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Lindsay Lohan allegedly failed her drug test . So not fetch . Quick , let 's all put on our shocked faces that 23 days of rehab did n't work !
O O O O O O O O O O O O	I remember when you all were thiiis big , you know ?
O O O O O B_person O O O O O B_tvshow O O O O	I have a strong hunch Adam will be a story on TMZ tonight . Gulp .
O O O O O O O B_facility_NOKG I_facility_NOKG O O O O O O O O O O O O B_facility_NOKG I_facility_NOKG O O O O O O	WEDNESDAY NITES WE CRANK IT UP AT VISIONS LOUNGE !!!!! 18+ NO COLLEGE ID NEEDED ! LADIES FREE B4 11PM ! VISIONS LOUNGE ( 247 1ST AVE HKY )
O O B_person_NOKG O O O O O O O O O O O O O O O O O O O O	@Loserface_Laura when mike lets me know , I will let you know . I mean everyone might just switch out a lot .
O O O O O O O O O O O O O O O O	Such a shiny morning !!! Love It . Anyways , today will be very busy !
O O O O O O O O O O	@BornThisWayBaby thankk yhuu #monsterlove u just made my day D
O O O O O O O O O O O O O O O O O O O O O O O O O O O	Why hate on somebody for doing well when you can simply say great job and move on .. [Haters u can kill yourself ] cuz ur losers
O O O O O B_geo_loc_NOKG O O O O B_facility_NOKG I_facility_NOKG O O O O O O B_person_NOKG I_person_NOKG O O O O O	If you are staying in Gainesville , come check out Costa Lounge TONIGHT ! Say you are with salsa caliente and get in ... //fb.me/FZVzm8H9
O O O O O O O O O O O O O B_geo_loc_NOKG O O O O	@jackjohnson where can I get the official set list to the show at Berkeley in Oct 6th ?!
O O O O O B_musicartist I_musicartist I_musicartist O O O O O O O O O O O O O	Check this video out -- Three Days Grace - Break ( Official Music Video ) [ HQ ] //t.co/GOwCLQJ via @youtube
O O O O O O O O O O O O O O O O O O O	Haha I seen a ped egg called a foot cheese grater today . I found it proper hilarious xD
O O O O O	friday night missions iguess !
O O O O O O O O O O O O	Just got home from school . D it 's friday guys !,
O O O O O O O O O O B_sportsteam_NOKG O O O O O O O O	@ohy22SD Hopefully the Force will be VERY strong with the #Padres tonight . We NEED a win . #ScoreSomeRuns
O O O O O O O O O O O O O O	"RT @ericjohnsalut "" Good Morning ! Have a pleasant and happy day !"" //dlvr.it/5Rh4w"
O O O O O O O	when did @thecodysimpson last tweet ,? ;)
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@JoshRamsayArmy Kay sorry ... Well my dad lest when i was 3 . He has issues . He held a knife at mom . I can STILL remember that ... =/
O O O O O B_person O O O O O O O O O O O O O O O O O O O O O	Wow .. saw pictures of Robert .... spent 2 1/2 years with him . Broke up 4 months ago &amp; I miss when we were perfect ..
O O O O O O O O O O O O O O O	@N4T4YLOR he'll probaly have something completely different now ! Hope your havin a good time
O O O O O O O O O O O O O O O O O O O O O	We are one step closer to our new kitchens . We chose a maker and had official measurements taken today !
O O O O O O O O O O O O O O	@zeeDOTi i might join in if I make it home in time . )
O O O O O O O O O O O O O	@DanaTennille that 's wazzup . congrats on your win in week 1 .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_other O	@Terrysagirl love to , it 's iffy though , i don't wanna give up privacy for the guys . But after episode one , they should be on imdb ;)
O O O O O O O O O O O O O O O O	One day the things i say and do is gonna get me a nice slap ..
O O B_musicartist_NOKG O O B_musicartist_NOKG O O O O B_musicartist I_musicartist O O O O O	Shows Tonight-Local Natives @TheMusicBoxLA , Primus @ClubNokia Marina&amp;Diamonds @ElReyTheatre , Mystery Jets @TheTroubadour ( via @TheScenestar )
O O O O B_product O O O O O O O O O O O O O O O O O O O O	@geek @borkware Somehow my iPad in Airplane mode with WiFi off has no problem connecting to internet . Time for a wipe or downgrade .
O O O O O O O O B_geo_loc O O O B_other_NOKG I_other_NOKG I_other_NOKG I_other_NOKG O O O O O	Just listened to a 24 y/o kid from japan who won the national flat picking championship flipping amazing r/l august rush
O O O O O O O O O O O O	Pxleyes Top 50 Photography Contest Pictures of August 2010 ... //bit.ly/bgCyZ0 #photography
O O O O O O O O O O O O O O O O B_other I_other O O B_facility_NOKG I_facility_NOKG O O O	RT @ravenalexis Wanna meet me , @jessejane , @rileysteele , and @kayden_kross ? Come to the Body Heat signing at Hustler Hollywood Sep 23rd 8-10pm
O O O O O O O O O O	Aggressive Kids With ADHD May Not Need Antipsychotic Meds //t.co/JfGm0uH
O O O O	@KisssMyASS_ when ya birthday
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	I won an election today . It means I get to go to head office and have lots of meetings . It shall be tough but I'm looking forward to it .
O O O O O O O O O O O O O O O O	@TobyHymer you whittier kids have been on a public bus before o ? Haha jk !
O O O O O O O O O O O O	Ciroc it is dnt have a move tonite but imma make 1
O O O O O O O O O O O O O O O	Ima start going to the dr once a month so I get my moneys worth
B_movie I_movie I_movie O O O O O	Toy story 3 tonight on the lawn !
O O O O O O O O O O O	The EYE of the Storm .... The Calm Before It ...
O O O O O O O O O O O O O O O O O O	waiting one extra day was a STUPID IDEA because now everything is super expensive AAAAAHHH . x_x *freakingoutkhsf*
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@DrHubaEvaluator Not long ago I responded to a angry cardiologist whom I have known yrs . when he spit venom to the newspaper but I did it +
O O O O O O O O O O O O	Soo Glad its Finally Friday ! Thiss week went to slow /
O O O O O O O O O O O O O O O O O O	Is it cricket season ? I've killed about 20 in the laundry room in the past week .
O O O B_other_NOKG I_other_NOKG I_other_NOKG I_other_NOKG I_other_NOKG I_other_NOKG O O O O O O O O O O O O O O O O O	"Come to "" 6th Biannual 24 Hour Prayer Focus "" Saturday , November 13 from 00 am to 00 pm . Mark the Date !!! //fb.me/JyYXPmql"
O O O O O O O O O O O O O O O O O O O	A nigga not even startin tonight , they must be tryna get our bakc up QB hurt . smdh
O O O O O O O O O O O O O B_geo_loc O	Apparently 40 days , 1 hour , 49 mins and 36 seconds to Doha ....
O O O O O O O O O O O O O	Having some coffee , the only way I'll make it through tonight .
O O O O O O O O O O O O O	i wonder if our football team is gonna win their game today ...
O O O O O O O O O O O O O O O O O O O O O O	I hate it when i forget that i wear glasses&amp;i go to itch my eye&amp;i hit my glasses -_- . not cool
O O O O O O O O O O O O O O O O O O O O O O O O O	@SQicedragon How can I get the updates ? I created a login for it today , will it let me know automatically next time ?
O O O O O O O O O O O O O O O	I'll go get some #sleep before some #TGS #news , later everyone x ) !
O O O O O O O O O O O O O O O O O O O O O	An entire stack of papers has disappeared . I think that is a sign to wrap up for the week .
O O O O O O O O O O O O O O O O O O O O O O O O O O O	@VicapherIsDaddy ilike to call it that too . I dnt knw why people talk hella sht over tha internet ' imean iadmit ibe qassin hoes when ..
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dnce 2 day at skool 2 dau wuz kinda corny evn doe i dnce a lil bit ugh bored lke always whn is ya gurl neva nt trin 2 fin sunthn 2
O O O O O O O O O O O O O O O O O O O	Lmao . I have a feeling Imma get yelled at tomorrow . Big time . XD Ehh oh well
O O O O O O O O O O O O O O O O O O O O O O O O O O	n dude .... one of the new choir teacher that they interviewed ( we had him all week ) gave us DONUTS !!!! haha hes nice
O O O O O O B_person_NOKG O O O O O O O O O O O O O O O O O O O O O O O O O	"After I pet a kitten on JFK , the owners informed me it 's ' double-pawed ' ( polydactyl) , which is "" a form of retardation in the animal kingdom """
O O O O O O O O O O O O O O	Oct 9 ( happy dance ) RT @MiChY_pEaChY @LiifeSizeDoll wens ur bdayy boo ??!!
O O O O O O O O O O O	@joshHnumber1fan its okay then .. make it when it works D
O O O O O O O O O O O O O O O O O O O O O	@iSUPPORTBIEBER IM SORRRRRRRRRRRRRRRRRRRRY &lt; /3 i have to go , her partys in a week and im on the dais !
O O O O O O O O B_person_NOKG O B_person_NOKG O O O O O O O O O O O O	@xXLauraJXx ino i did tweet him b4 n justthen about kenny signing his book but it was today ive already missed it (
O O O O O O O O O O O O O O O O O O O O O O	800 miles to see clients , 3 ACC candidate/commissioner meetings , big press release , making it to Friday .. PRICELESS !
O O O O O O O O O O O O O O O O	This is a battle song .. Brothers and sisters .. Time to go to war !
O O O O O O O	HAPPY B . DAY TORA *OOOOOOOOO* ~
O O O O O O O O O O B_person_NOKG I_person_NOKG O O O O O	@shoeboxL Happy Birthday ! s/n what did I miss in Doc Lewis ' class today ? lol
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	- FantasyPro . net offers a 100% Deposit Match and $5 in credits for each referral this week only ! Must deposit by 1pm ET Sunday Sept 19th .
O O O O O O O O O O O	neck hurts and no time to schedule acupuncture and massage .
O O B_facility_NOKG I_facility_NOKG I_facility_NOKG I_facility_NOKG O O O O O O O O O O O O O O O O O O O O O O O	We're on the tall ship Silva tonight . Still a few tickets available . Rain is gone and we're getting ready to set sail . 1030 PM we depart
O O O O O O O O O O O O O O O O O O O O O O O O O O O	Spent all of last night puking , and all of today fretting . Some people totally fail to pick up the slack when you are away .
O O O O B_geo_loc O O O O B_facility_NOKG I_facility_NOKG O O O O O O O O O O O O O O O O O O O O O O	If you are in Belfast this weekend go to Botanic Gdns , for Taste N I , free food drink face painting etc . Should be good day out . Sat &amp; Sun
O O O O O O O O O O O O O O	"overheard on subway ..."" so when you run , do your elbows sweat ?"""
O O O O O O O O O O O O O O O O O O O O O O O	But what happens when karam turns right around and bites you ? And everything you stand for turns on you despite you ?
O O O O O O O O O O O	Getting this head right for whateva I get into tonite #sittinupunderthedryertweet
O O O O O O O O O O O O O O O O O O	Owner says its cool . Trying to get info on when they'll be back in town now @AandLClothingCo
O O O O O	Easy A tonight . WOOOO
O O O O O O O O B_company O	Whats goin on ( in tally ) tonight twitter !!
O O O O O O O O O O O O O O O O O O O O	going now guiseeeee ... if i dont see you through the week ill see you through the window ) )
O O O O O O O O O O O O O O	jus about to get dressed and leave again .... smh a very long day
O O O O O O O O O	@klutzy_girl @ratherastory I wrote 74,000 words in February .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Sunday can you please hurry up and get here already ?! I want to see @nickjonas @kevinjonas @joejonas already ! Concert 's going to be rad ! P
O O O O O	FRIDAY Sept . 17 //goo.gl/fb/83ib3
O O O O O O O O O O O O B_person_NOKG O O O	"#blackholidays "" National forget the he say she say ... what do God say day """
O O O O O O O O O O O O O O O O O O O O O O O O	@speedy1013 I ain't seen them !! Hmm maybe have to download next time we have a movie night here . Zombies are badass !
O O O B_geo_loc O O O O O O O B_geo_loc O O	Beautiful day in Chicago ! Nice to get away from the Florida heat .
B_person_NOKG O O O O O O O O O O O O O O O O O O O O O O	Oscar 's new favorite pass time is running as fast as he can from one end of the house to another yelling BuhBYYYYYE
O O O O O O B_other_NOKG I_other_NOKG O O O	@iDame2Please yea u c da pic 1st Presbyterian all day lol
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	This next question , may take a few moments to research . BUT the answer IS on JavaMonkeys . com . So , we will pick a ... //fb.me/GTRhPujh
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@EnticeMeBaby Well that makes sense . When you have real life trauma , it can often drain your energy &amp; you just withdraw into yourself . I do .
O O O O O O O O O O O O O O O O O	@mekamoe927 I've had one before , but it was a short experience ( double entendre intended) .
O O O O O O O	Tonight , dinner with friends &lt; 3
O O O O O O O O O O O O O O O O O O O	Man I swear I bought 2 new outfits but it 's cold them dresses not gettin worn today ....
O B_person_NOKG I_person_NOKG O O O O O O O O O O O O O O O O B_facility_NOKG I_facility_NOKG O	A Hughie O'Donoghue painting , some great curvy pots and intricately illuminated Persian books .. time well spent in the Fitzwilliam .
B_other_NOKG I_other_NOKG O B_facility_NOKG I_facility_NOKG O B_geo_loc_NOKG	Greek Festival at St Johns before ASPEN
O O O O O O O O O O O O O O O O O O O O O O O O O O O	@BeliebinMinajj OMG MILLIONS it was on repeat yesterday all day till my last lesson and then around 9pm i put it back and then its been on
O O O O O B_geo_loc_NOKG O O O O B_facility_NOKG I_facility_NOKG O O O O O O B_person_NOKG I_person_NOKG O O O O O	If you are staying in Gainesville , come check out Costa Lounge TONIGHT ! Say you are with salsa caliente and get in ... //fb.me/FZVzm8H9
O O O O O O O O O O O O O O O B_musicartist_NOKG I_musicartist_NOKG O O O O	I think one of the coolest things to do would be to hang out with the Rza for a day .
O O O O O O O O B_person_NOKG O O O O O O	Going on a &amp;#39 ;d ate&amp;#39 ; with Whitney tonight , P . Haha .
O O O B_other_NOKG I_other_NOKG I_other_NOKG I_other_NOKG O O O O O O O O O O O O O O O O O O	Day three of St John 's wort tea for anxiety . So far today I havent had a panic attack...we'll see if this works !
O O O O O O O O O O O O O O O O O O O O O	is at Home-Going Well - I take a Break-Online Saturday 30 pm- 00 pm ET- Good Day- Good Night-Good Week-End !!!
O O O O O O O O O O O O O O O O O O O O O	Ugh I DON'T HAVE MY EARPHONES I GUESS I WON'T B TALKING AND DRIVING TODAY LOL .... Excuses Excuses Excuses SMH
O O O O O O	Now off for Sushi before Sundown
O O O O O O O O O O O O O O O O O	@GhostAdventures Did you know ur new season starts tonight ? jk The best paranormal show #Ghostadventures !
O O O O O O O O O O O O O	There was just a fire at work . Today is looking up .
O O O O O O O O O O O O O O O O O O O O O O O O	man , why you have to grill under my AC unit . *turns it off* On a happier note , IT'S BBQ TIME .
B_person O O O O	Katie up 6-0 after 1st
O O O O O O O O O O O O O O O O O O O O O O O O O	Morning . Work today . Hope I get lots of money . They're going to be in a bad mood due to #geelong ... #MelbourneTomorrow
O O O O O O O	@jonasbrothers concert tomorrow with my crazy chicaaa
O O O O O O O O O O O	@Genuine Will I be seeing you at #typeamom next week ?
O O O O O O O O O O O O O O O O O O O O O O O O O	@tjmota I am wishing you happy birthday now , because I can't remember when your birthday really is except that it 's around now .
O O O O O O O O	Wtf ? The library closes on Friday ?
O O O O O O O O O O O O O O O B_geo_loc_NOKG O	@skaffbm love that sonngg !! are u going to his concert when he goes to richmond ??
O O O O O O O O O O O O O O	@jonronson But a mess on one day may not a mess eternally be .
O O O O O O O O O O O O O O O O O O O	Great #fail photo from @joshbuisch , who gets my #FF vote for the day for being hilarious ! //bit.ly/bA3lUl
O O	Awesome day
O O O O O O O O O O O O O O O O	3 an a half days then I'm on HOLIDAY oh yes can't wait ;-) ;-) ;-)
O O O O O O O O O O	@MiSS_SOTO I think that 's when I'm gonna be there
O O O O O O O O O O O O O O O O B_person_NOKG O B_person_NOKG O O O O	Winner will be chosen Monday morning . Get your caption in the funny photo caption contest- Nadal and Novak in the tub //ow.ly/2G3Jh
O B_other O O O O O O O O O O O O O	On Thanksgiving after you done eating its #TimeToGetOut unless you wanna help with the dishes
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Let 's get this show on the road ! May you have an easy fast and be inscribed for a good year . Gmar Chatimah Tova ! #YomKippur #5771
O O O O O O O O O O O B_facility_NOKG O O O O O	Called my homie at the door so she could get in Secrets free on Thursday ..... #HoodRatsNeedLoveToo
O O O O O O O B_sportsteam O B_sportsteam_NOKG O O O O O B_tvshow_NOKG I_tvshow_NOKG I_tvshow_NOKG O	What is everyone watching this weekend ? Twins ? Vikings ? anyone going to see Friday Night Lights ?
O O O O O O O O O O O B_person_NOKG O O O O O O O O B_person_NOKG O O O O O B_person_NOKG I_person_NOKG	RT @JoeCienkowski When people try to say how mean and harsh God was , remind them the true nature of God came in the person of Jesus Christ
O O O O O O O O O O O O	Over My Boyfriend House Tonite We Going Do The Damn Thing .
O O O O O	ThAnK gOd ItS fRiDaY !!
O O O O O O O O O O O O O O O O	Need to put summer to bed by Monday -- just in time for the equinox .
O O O O	//images2.fanpop.com/images/photos/3900000/Edward-100-year-virgin-twilight-series-3937647-510-755.jpg ADOGUEI ESSA IMAGEM
O O O O O O O B_person_NOKG I_person_NOKG I_person_NOKG O B_facility_NOKG I_facility_NOKG I_facility_NOKG O B_geo_loc O B_geo_loc_NOKG O	Looking for something to do tonight ? Samuel Savoirfaire Williams at Potbelly Lincoln Park in Chicago , IL //bit.ly/bKMFgi
O O O O B_other I_other I_other O O O O O	Gotta dress up for london fashion week and party in style !
O O O O O O O O O O O O O O O O O O O O O O O O O	Sooo I jus found out that the rising senior class of The @Oprah Leadership Academy is comin to my skool nxt Saturday yeeee !!! )
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	.. it 's that time of year when dreams of glassy waves turn to fluffy powder .. neither of which I will get to enjoy because I have a real job .
O O O O O O O O O O O O O	patate mai c long kan m pr just ki se dise oui #ss4
O O O O O O O O O O O	@camamay i thought u were there when i was coming !
O O O O O O O O O O O O O	Vintage sports cars capture the feeling of an earlier time //bit.ly/aZCBOm #classic #cars
O O O O O O O O O O O O O O O O O O O O O B_person O O O O O O	The day you left us was a day we lost a loved one . But we will never leave you , Michael . All our love forever .
O O O O O O O O	@MrOH1O I been waiting on that ALL DAY
O O O O O O O O O O O O O O O O O O O O O	Still dislike Early Decision for most kids , but Early Action can be great when used thoughtfully . //ow.ly/2G1Cn #admissions #colleges
O O O O O O O O O O O O O O O O O	3 weeks of school and i'm already fed up with it . come back , summer .
O O O O	Twenty five after Seven
O O O O O O O O O O O O O O O O O O O O O O O O O O O	@pdparticle How do you think your parents are able to help you with your homework ? It 's because they learned the same thing years ago .
O O O O	overnight tonight ... gheyyyy
O O O O O O O O O O O O O O O O O O O O O	Why is it that when we KNOW the batteries in a remote are dead , we push the buttons harder ?
O O O O O O O O O O O O O B_person_NOKG O O	had a great day courtesy of my morning that I had talking to Rashad ... )
O O O O O O O B_person_NOKG O O O O B_person_NOKG O O O O O O O O O O O O O O O	No one cares .... RT @RapperBigPooh so Cudi got a problem with Wale now ? why ? when did this happen ? is this musical or personal ?
O O O O O O O O O O O O O O O B_person_NOKG I_person_NOKG O B_person I_person O O O O O O O O B_company_NOKG	today in a nutshell ; abusing blind people , seducing teachers , chinese takeaways , gatt holly , phil collins , the skin of a goblins nose , lush
O O O O O O O O	IT'S FRIDAY I'M ( NOT ) IN LOVEEE
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	"If you're a guy &amp; I keep hurting your "" feelings "" all the time , something ain't right . Chin up nigga DAMN . So unattractive ."
O O O O O O O O O O O O O O O O	Free Speech Friday underway . Anything on your mind is fair game .. radio.woai.com k/w pags
O O O O O O O O O O O O O O	SWEETY IM GONNA GIVe YOu THAT FUCKING 50000 WHEN I GET IT ! XD
O B_movie I_movie O O O O O O O O O O O B_person I_person O O O O O O	Watching The Room for like the fifth time . It 's a classic . Tommy WIseau is a genius . #theroom #tommywiseau
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@CHRIS_Daughtry I knew it was a joke ;) That 's why I was ROTFLMAO when you posted that ! ;) Sorry some people just can't take a joke . )
O O O O O O O O O O O O O O O O O O O O	@JulyzOwn_23 TODAY BESTIE !!! He was at my school , and I saw him on my way to practice !!
O O O O O O O O O O O O O O O O O	So happy this hellish week is over ! Nothing that some sushi and sake can fix ;)
O O O O O O O O O O O O O O O O O O O	Summer has come and past , the innocent can never last . Wake me up when September ends .
O O O O O O O O O O O O O	Recording vocals tonight ! Can't wait for the song to be done !
O O O O O O O O O O O O O O O O O O O O O O	must be a slow news day for everybody 2 b talkin bout a known druggie/acoholic bi actress testin pos . for caine
O O O O O O O O O O O O O O O O O O	Every seven years you lose around half of your friends , and replace them with new friends .
O O O O O O O O O O O O O O O O O O O O O O O O O O	Maybe it 's compulsary .. when you're over the age of 30 and an unemployed wrestler you have to act like a total tool . //fb.me/GpyFjTgp
O O O O O O O O O O O O O O O O O O O O O O	@zedohhee hehehe-ahh I love the trolling XD I'm sure you can spell propah guud ( when you try really hard ) )
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	inspired yet again to write .. cant wait to share my testimony .. cant wait for the day when im taken underwater brought back up .. BORN AGAIN
O O O O O O O O O O O	wore socks for second day in a row ... RIP Summer
O O O O O O O O O O O O O O O O O O O O O O O O O O O	Today 's is @Elyse_D 's last day before she goes on Maternity leave . Please take a moment to wish her well . We'll miss you !!!
O O O O O O O O O O O B_person I_person O	@GaryLuvin still hot ... But excited about tomorrow going to see Lady Gaga )
O O O O O O O O O O O O O O O O O O O O O O O O O O	@till1025 how did you miss that ?! I've had it set to record for a week . I'll save it for when you come to cali
O O O O O O O O O B_other_NOKG I_other_NOKG O O O	So much work yet to do before heading to Grand Masquerade next week .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@virtualpatti - Well there were 4 interviews ( diff gov jobs ) i got the 1 i wanted . Glad i found out today , it would be a long weekend if not
